title,release_date,popularity,vote_average,vote_count
Hellboy Animated: Iron Shoes,2007-06-12,0.6646,6.956,34
Prometheus Triumphant: A Fugue in the Key of Flesh,2009-01-01,0.2157,4.0,5
Monster from Green Hell,1957-05-17,0.4855,3.716,37
Sensation,2021-12-31,0.2913,5.5,10
Frankenstein's Daughter,1958-12-15,0.4811,4.426,27
Guilstein,2002-06-15,0.4234,0.0,0
Displacement,2017-04-28,0.4421,5.0,13
NO-A,2015-09-02,0.3148,4.75,8
Population Purge,2023-12-02,0.4063,3.0,4
Mutant Species,1995-01-19,0.3993,3.7,12
Kikai Sentai Zenkaiger Show Series Level 3 Special Show: Legendary Power Full-Force Full-Throttle! Holy Land-Shaking Great Fierce Battle!,2022-03-26,0.4735,0.0,0
Perfect Alibi,1988-08-30,0.6082,0.0,0
Strange New World,1975-07-13,0.6159,3.9,12
Fempire,2021-08-30,0.3716,2.0,1
Zombies of the Stratosphere,1952-07-16,0.48,4.818,11
Space Battleship Yamato 2202: Warriors of Love - Ch. 6,2018-11-02,0.4687,0.0,0
The Labyrinth,2016-12-13,0.8019,7.6,5
Virtual Nightmare,2000-04-13,0.3862,6.706,17
Somnolence,2011-01-06,0.5446,0.0,0
Virtual Vampire,1998-01-01,0.2049,0.0,0
Remains: Road to Reno,2011-12-09,0.2449,0.0,0
Uchu Sentai Kyuranger: Episode of Stinger,2017-10-25,0.556,8.5,2
The Cult,2015-11-08,0.4005,4.2,8
Doctor of Doom,1963-05-24,0.3227,4.469,16
Synapse,2024-01-02,0.3685,0.0,0
Devil's Triangle,2021-11-27,0.5802,3.281,16
Super Force,1990-09-22,0.3632,3.333,3
Zanbato,,0.7304,0.0,0
Doctor Who: The Five Doctors,1983-11-25,0.5825,7.737,19
Biohazard: Patient Zero,2011-10-31,0.3082,5.0,15
All That Gundam,1989-01-01,0.5074,0.0,0
The High Crusade,1994-06-02,0.3728,4.9,18
Star Trek: The Menagerie,1966-11-17,0.4195,8.0,1
Rising Storm,1989-10-21,0.4934,4.3,9
Deadly Weapon,1989-08-15,0.4272,4.091,11
Through the Eyes of a Wolf,2006-05-18,0.3471,0.0,0
Gargantua,1998-05-19,0.5361,3.56,25
Little One,2024-06-07,0.5578,0.0,0
The Killings at Outpost Zeta,1980-02-25,0.3925,4.0,10
Ojai,2025-07-02,0.7713,0.0,0
High Desert Kill,1989-11-01,0.4228,4.6,17
Bikini Girls from the Lost Planet,2006-01-01,0.617,3.375,8
Hypersleep,2022-11-29,0.3948,6.021,71
Gödel Incomplete,2014-03-04,0.4224,6.0,5
Battle Queen 2020,2001-05-22,0.4262,4.182,22
TANK S.W.A.T. 01,2006-03-24,0.3985,1.0,2
The Creation of the Humanoids,1962-07-03,0.4212,6.352,27
714,2024-10-11,0.2297,0.0,0
VHS,2023-06-22,0.5029,0.0,0
The Adventures of RoboRex,2014-10-17,0.4687,6.607,14
Captain Valedor,2006-04-09,0.16,0.0,0
From the Earth to the Moon,1958-11-26,0.433,5.1,31
Mars and April,2013-09-01,0.4525,5.6,20
The ARK,2022-03-25,0.5836,3.3,3
Tesla,,0.3104,0.0,0
My Weird School,2025-12-30,0.4167,8.5,2
Einstein-Rosen,2016-10-11,0.3467,6.8,8
"Love, Automated",2019-12-01,0.4792,4.0,1
Endzeit,2013-02-10,0.4186,2.8,5
The Robinsons: Lost in Space,2004-01-01,0.7395,5.2,8
Irandu Vaanam,,0.2201,0.0,0
A Brand New You,2014-04-06,0.4198,0.0,0
Like a Bat Outta Hell,2013-04-28,0.3999,4.4,5
Happy Heroes: Multiverse Rescue,2024-01-20,0.4318,10.0,1
The Trail,2024-10-25,0.5437,3.425,20
Anima,2013-02-02,0.6056,6.2,5
Untitled Sonic Universe Film,2028-12-22,0.4298,0.0,0
Solovei vs. Muromets,2025-05-22,0.5388,4.0,2
Liminal,2019-02-17,0.5233,7.0,2
WILLI.AM,2026-01-10,0.4386,10.0,1
Dr. Jekyll and Mr. Hyde,1920-04-01,0.3115,5.556,9
Cut Outs,,0.1961,0.0,0
Dragonfight,1990-06-05,0.7336,4.167,6
The Pod,2013-04-16,0.1662,0.0,0
Replica,2015-12-16,0.3724,7.5,2
Second Nature,2003-06-22,0.6525,4.714,14
Red Medusa,2013-04-13,0.4022,6.0,1
Lucid,2021-05-07,0.4652,3.8,1
Lust in Space,2015-04-04,0.5074,3.286,7
Evil Spawn,1987-09-01,0.3877,3.694,18
Flash Gordon: The Greatest Adventure of All,1982-08-21,0.4495,6.0,10
I’ll Be Watching,2023-05-02,0.7055,4.8,17
Between the Moon and Montevideo,2000-07-13,0.5413,0.0,0
Drums of Fu Manchu,1940-03-15,0.4687,6.1,5
Sailor Victory,1995-06-25,0.5233,3.2,5
Probe,1972-02-21,0.4026,5.5,4
Natural History Museum,2019-09-27,0.2834,0.0,0
Abiogenesis,2011-09-29,0.5033,5.839,31
Kill Him ‘Til He’s Dead,,0.4718,0.0,0
Lucid,,0.5688,0.0,0
Lady Ninja: A Blue Shadow,2018-01-20,0.5221,5.0,3
Sky Peals,2024-08-09,0.6782,6.0,6
"20,000 Leagues Under the Sea",1916-12-24,0.4679,6.164,61
Horror of the Blood Monsters,1970-02-01,0.4598,3.171,35
Iron Sky: The End Game,,0.5134,0.0,0
Terror on the Midway,1942-08-30,0.4985,6.634,41
Destination Inner Space,1966-05-01,0.4322,4.788,26
Exit Log,2014-04-21,0.4784,3.0,1
A Town Has Turned to Dust,1998-06-27,0.4788,3.6,5
Voogie's Angel: Forever and Ever,1999-01-25,0.8049,4.0,1
Moonwolf,1959-03-01,0.3769,4.0,1
Anastatica,2023-03-25,0.4853,10.0,1
Sid the Science Kid: The Movie,2013-04-02,0.4085,2.6,8
Slinger,2011-03-11,0.5361,0.0,0
OK/NOTOK,2024-11-09,0.4928,10.0,1
The Door into Summer,1992-01-01,0.4094,8.0,1
Murder on the Moon,1989-05-09,0.5051,3.273,11
Alpha 27,2024-08-08,0.4084,0.0,1
Alien Strain,2014-10-31,0.3306,4.3,6
The God Man,2025-04-15,0.2549,7.5,2
The Hatchling,2023-10-17,0.325,6.25,4
Bigfoot Wars,2014-03-10,0.4843,4.0,8
Business Commando Yamazaki,1997-10-25,0.7373,5.0,1
The Great Movie Robbery,1987-01-01,0.3682,6.0,4
Super Ninja Squad Inazuma!! SPARK,2007-07-01,0.5084,0.0,0
Fire from Below,2009-01-01,0.5039,3.978,23
Distant Lights,1987-07-28,0.4489,4.7,5
Plantasma,2022-11-01,0.437,0.0,0
Bald,2021-11-18,0.4359,0.0,0
The Aliens Are Coming,1980-03-02,0.476,3.6,7
Frankenstein: A Cinematic Scrapbook,1991-01-01,0.518,5.7,3
The Last Passenger,2019-06-01,0.2396,0.0,0
First Signal,2021-04-26,0.4168,3.389,18
Nails,2006-08-16,0.615,4.8,14
Alien Force,1996-07-01,0.4367,3.0,3
Hello World :),2013-10-10,0.4007,6.3,10
Horror Hotel The Movie,2016-10-21,0.3008,4.1,18
Misfits of Science,1985-10-04,0.4157,0.0,0
Tales from the Void: Into the Unknown,2024-04-07,0.4793,0.0,0
Echoes,2023-01-09,0.4624,0.0,0
Untitled Makoto Shinkai Animated Film,,0.3876,0.0,0
Gladiformers,2007-07-17,0.6714,5.714,7
The War of the Worlds: Next Century,1981-11-01,0.5866,6.723,56
Blue Comet SPT Layzner: Act-III Seal 2000,1986-10-21,0.5983,0.0,0
Checkpoint,2022-04-01,0.3177,6.0,2
Invasion Roswell,2013-08-07,0.3226,3.5,25
Kopitiam Days,2025-08-05,0.3494,0.0,0
Sweet & Lo,2018-06-16,0.4066,0.0,0
Czarne słońca,1992-09-14,0.5157,0.0,0
The Coneheads,1983-06-28,0.3998,4.9,10
Go and Get It,1920-07-18,0.3853,6.0,1
Agency,1981-08-01,0.5008,6.3,10
Transmutators,2023-05-02,0.3914,3.545,11
Pajama Gladiator,2008-10-30,0.3478,0.0,0
The Last Boy on Earth,2024-08-01,0.4339,6.053,38
"The Girl, the Gold Watch & Everything",1980-06-13,0.3329,5.1,12
Mirrorty,2017-05-05,0.3546,10.0,1
Last Exit to Earth,1996-08-17,0.5496,5.0,4
Mars Attacks the World,1938-11-07,0.3912,6.0,1
Battle Skipper The Movie,1996-07-02,0.4797,2.0,3
Firehead,1991-01-25,0.507,2.3,7
The Neanderthal Man,1953-06-19,0.6507,4.15,20
"I'm You, Dickhead",2014-07-31,0.3516,7.292,12
Cosmo Police Justy,1985-07-20,0.3939,5.3,6
Garoto Cósmico,2007-02-13,0.5836,0.0,0
The Mysterious Island,1929-10-05,0.456,5.167,19
Adam,2016-06-20,0.4555,6.974,38
The Blue Afternoon That Lasted Forever,,0.4625,0.0,0
Signals: A Space Adventure,1970-12-17,0.4088,4.6,13
SCP: Dollhouse,2019-08-23,0.4272,7.25,4
Conception,,0.5715,0.0,0
Gamera,2015-10-08,0.688,9.769,13
In Possession,1984-10-22,0.3889,8.0,1
Call from Space,1989-01-01,0.4626,10.0,1
The Desert,2013-08-24,0.1007,4.233,15
Aftermath,2024-01-29,0.4741,4.967,15
Strangers in Paradise,1984-01-01,0.6058,4.0,4
Accursed Power,1995-01-01,0.4349,4.2,4
First Encounter,1997-02-07,0.4579,2.5,4
Voltron: Fleet of Doom,1986-09-10,0.3962,7.1,8
Ant-Babe,2018-01-01,0.5544,5.0,2
Abnormal Behavior,2015-04-25,0.2612,0.0,0
Robot Stories,2003-01-01,0.4577,4.8,23
El último desierto,2018-03-22,0.2022,0.0,0
Ice Age: No Time for Nuts 4-D,2015-06-01,0.4464,7.0,1
Kanam,2022-09-09,0.492,7.2,10
Night of the Dead,2012-01-24,0.4487,3.3,3
"Immortalité, Dernière Frontière",2016-04-12,0.3899,6.5,2
Invincible,2022-03-08,0.6353,5.1,14
Savage,2011-07-24,0.4177,6.75,4
The Nightmare Man,1981-05-01,0.4331,6.5,2
The Amazing Bulk,2012-04-17,0.3517,2.412,74
Killer School Girls from Outer Space,2011-05-24,0.4013,5.0,1
Recon,1996-07-01,0.4097,0.0,0
Overwritten,2023-05-19,0.4076,0.0,0
Collision Course,2012-03-27,0.545,4.309,46
The Lathe of Heaven,1980-01-09,0.4877,6.702,42
Back to the Future: The Musical,2020-02-20,0.3037,0.0,0
Aviator,2025-11-20,0.6932,4.4,4
Threads of Blue,2023-09-15,0.3515,1.0,1
Black Pills,,0.3758,0.0,0
Found in Time,2012-10-05,0.3932,5.0,11
The Girl in the Fur Coat,1978-02-01,0.4276,3.1,7
Resistance,1994-11-23,0.5446,5.0,2
Telekinez,,0.2752,0.0,0
Toxin,2014-02-25,0.5867,3.1,9
The Silent Star,1962-10-31,0.5863,4.85,80
神马风云,2018-12-12,0.3174,0.0,0
The Shift,2017-11-06,0.5308,0.0,0
Space Hunter Miki,1996-12-18,0.5822,0.0,0
Tetra Vaal,2003-01-01,0.3761,5.9,35
2210,2022-10-27,0.1953,0.0,0
Aphasia,2011-01-01,0.6078,0.0,0
The Ugly Swans,2006-10-19,0.4609,6.288,52
The Strange,,0.2963,0.0,0
Everything Beautiful Is Far Away,2017-06-21,0.3877,6.875,37
Chatlines,2026-03-20,0.4001,0.0,0
Koji Shiraishi's Declaration of World Domination,2016-01-07,0.2793,8.0,1
The Monk and the Demon,2016-09-08,0.5696,6.7,45
Night Sky,2022-08-26,0.6083,6.0,1
Stolen Time,2025-03-06,0.2241,5.5,2
Face Swap,2019-01-11,0.2769,4.5,2
The Creeps,1997-12-16,0.3982,4.136,22
Doctor Who: The Macra Terror,2019-03-25,0.4839,7.5,4
Aura Battle Dunbine: The Tale of Neo Byston Well,1988-02-25,0.5186,4.0,2
We Are The Tide,2016-11-03,0.3872,5.7,30
Oxygen,1970-06-25,0.2789,5.0,2
Dragons: Fire & Ice,2004-09-11,0.6543,7.857,7
The Vanguard,2008-02-07,0.4676,3.688,24
Out of Time,2012-06-01,0.5639,5.7,18
Eden,2024-06-08,0.2511,10.0,1
Melanin,2023-01-21,0.3446,7.0,1
We All Fall Down,2016-08-12,0.245,4.4,7
Mindflesh,2008-08-26,0.5251,3.179,14
Blue Sticks,1998-02-23,0.4467,0.0,0
The Snow Creature,1954-11-01,0.3501,2.818,33
Tethers,2016-10-24,0.4264,0.0,0
Tulip,2021-11-25,0.3857,0.0,0
Rymdresan,2020-09-11,0.4165,6.3,3
Savage Planet,2007-05-26,0.4587,3.2,17
Terror from the Year 5000,1958-10-30,0.4856,3.68,25
Legend of the White Dragon,,0.4739,0.0,0
Wanderers,2014-10-11,0.427,7.3,63
Vessel,2020-05-24,0.5661,8.0,1
Zero Point Action,2025-10-03,0.1649,0.0,0
Battle Fever J: The Movie,1979-07-21,0.8346,6.3,5
Bodies,2017-10-31,0.5003,0.0,0
Interface,1985-09-11,0.3501,2.909,11
Claustro,2022-11-28,0.5184,8.5,2
Black Box,2021-05-24,0.2839,3.7,9
The Immortal Wars,2017-06-06,0.4574,5.333,15
Beyond the Universe,1981-01-01,0.5811,3.0,3
Alienate,2016-02-22,0.4535,4.039,38
Apocalypsis,2021-03-30,0.4833,0.0,0
Puppet Master X: Axis Rising,2012-09-15,0.3982,4.406,64
2031,2017-02-01,0.2501,5.9,4
The Necronomicon,2009-10-15,0.4088,6.7,3
Super Typhoon,2008-12-10,0.3555,3.2,6
The Fog,2010-11-11,0.3557,5.1,14
The Dreamer,2000-07-19,0.6159,0.0,0
REM,2019-08-04,0.708,7.3,3
The Answer,2016-05-19,0.4791,5.1,37
Historias Breves 0: Distant encounters,1993-07-08,0.4088,7.0,1
Hand of Death,1962-03-01,0.4411,4.0,16
The Wasp Woman,,0.3226,0.0,0
The World of George Orwell: 1984,1965-11-28,0.4132,0.0,0
The Final Level: Escaping Rancala,2019-12-10,0.4828,3.857,28
Wrecked,2013-04-19,0.5752,5.8,6
Phantom from Space,1953-05-15,0.3888,4.405,42
James vs. His Future Self,2020-01-17,0.5286,5.743,37
Star Pilot,1977-10-01,0.3845,4.635,26
The Horror of Party Beach,1964-06-01,0.3043,4.293,46
The Space Rodent,2025-09-01,0.3295,10.0,1
Traveler,2013-12-31,0.3692,2.8,3
Lunopolis,2010-02-12,0.4578,5.695,41
The Toy Box,1971-10-27,0.3537,4.083,18
A Visitor to a Museum,1989-12-19,0.5006,6.7,52
Big Bang,1986-03-30,0.3681,6.4,5
They Came from Beyond Space,1967-05-01,0.6328,5.065,46
A Shot or It All Started on Saturday,1976-01-01,0.2639,6.7,3
Proxima-b,2019-10-10,0.4535,0.0,0
96 Souls,2016-06-03,0.3811,4.4,12
Perdition City,,0.3129,0.0,0
The Angry Red Planet,1959-11-23,0.4342,5.571,78
Ariel Deluxe,1991-04-21,0.854,7.0,1
The Atomic Adventure,2019-10-04,0.3827,5.8,6
Penn & Teller's Invisible Thread,1987-03-18,0.3748,6.4,5
U.F.O. The Movie,1993-12-10,0.569,5.333,6
Life in a Day,1999-05-20,0.3985,5.2,5
Radio Telescope,2023-04-28,0.4406,0.0,0
El Lamento,2016-01-01,0.4084,5.0,2
The Gold Diggers,1983-01-01,0.6806,5.306,18
Voice Over,2011-11-23,0.3982,6.604,24
Cat-Women of the Moon,1953-09-03,0.5643,4.073,48
Space Virgins from Planet Sex,1993-04-29,0.4945,0.0,0
Animal Within,2025-04-21,0.3697,5.3,3
Mysterious Two,1982-05-31,0.4431,5.8,6
X-Men: The Last Stand,2006-05-26,0.4424,6.417,10253
Blood Pay,2025-01-11,0.5239,4.444,9
Welcome to Blood City,1977-08-23,0.3844,5.0,6
Fantabulous Inc.,1968-09-28,0.3143,6.0,2
We,1982-01-11,0.4205,4.455,11
Tears of Steel,2012-09-28,0.5314,5.598,61
Man Facing Southeast,1987-04-02,0.4275,7.488,83
Algorithm: BLISS,2020-06-02,0.4626,4.25,16
Kamen Rider Kuuga: New Year's Dream,2001-01-02,0.3926,10.0,1
The Perfect 46,2014-10-28,0.4151,6.0,8
Taking Tiger Mountain,1982-09-01,0.3369,4.222,9
The Monster of Piedras Blancas,1959-04-22,0.3842,5.458,24
Piercing Brightness,2013-06-01,0.3628,3.5,7
Sithner's D-Zire,2023-10-18,0.3165,10.0,2
Babula,1985-01-01,0.3542,0.0,0
Countdown to Disaster,1982-01-01,0.4106,0.0,0
Infinite Worlds of Science Fiction,,0.3784,0.0,0
Hard Time: The Premonition,1999-02-27,0.4413,5.0,6
Future Ex-Girlfriend,2020-06-29,0.3588,0.0,0
River,2018-02-18,0.3732,0.0,0
Ape X Mecha Ape: New World Order,2024-04-05,0.4641,3.958,12
Ebola Zombies,2015-03-23,0.3372,3.2,10
KU-RU-KU-RU Cruller!,2021-09-22,0.5916,0.0,0
The Lost Planet,1953-06-04,0.5138,3.0,2
The Penitent Man,2010-03-29,0.3469,5.565,23
The Gracefield Incident,2017-07-21,0.3814,4.744,117
Interface,2023-03-28,0.3765,3.0,1
Humans vs Zombies,2011-11-11,0.3506,4.444,27
Operation Ganymed,1977-12-11,0.4477,4.615,13
Nuclear Hurricane,2007-04-04,0.3927,3.977,22
Andy Colby’s Incredibly Awesome Adventure,1988-01-01,0.3848,5.7,3
Shangri-La: Near Extinction,2018-10-02,0.4741,4.0,9
Perfect Crime,1990-05-21,0.3006,5.857,7
Invader,1992-01-01,0.5237,4.0,6
Barom-1: The Movie,1972-07-16,0.4778,6.0,1
Dam 999,2011-04-01,0.3416,3.6,17
Alien Intervention,2023-02-18,0.4082,6.0,4
In the Realm of Ripley,,0.431,0.0,0
Outpost 11,2012-09-01,0.5157,4.152,23
Forbidden Sky,,0.4334,0.0,0
It's a Digital World,1994-06-25,0.6317,0.0,0
Last Stand,2000-01-01,0.7364,1.0,2
Goobers!,1997-07-29,0.5074,4.0,3
Space Boobs In Space,2017-08-10,0.453,3.35,10
Crossbreed,2019-02-05,0.542,3.5,22
A Fantastic Comedy,1975-07-01,0.3703,6.5,6
Unknown Island,1948-10-15,0.527,5.0,24
Towards the Day of Doom,2014-02-19,0.5546,5.413,23
Identity,2024-03-21,0.4914,4.667,3
The Egg,2025-12-18,0.3738,0.0,0
"Kamen Rider Drive: Type LUPIN ~Lupin, The Last Challenge~",2015-11-02,0.6738,9.0,2
Very Close Encounters of the Fourth Kind,1978-09-26,0.3739,4.167,6
Monster of The Deep,2023-02-07,0.5526,6.0,1
Wing Commander II,2026-01-23,0.2328,0.0,0
Leon Must Die,2017-01-19,0.3616,6.1,12
Ravager,1997-09-06,0.4403,3.3,6
The Alien Dead,1980-06-01,0.416,2.952,31
Planet Prince 2021,2021-08-01,0.3516,0.0,0
XX Ray,1992-12-23,0.4581,6.3,3
Vampire Vixens from Venus,1995-01-01,0.3424,4.308,13
I Was a Teenage Werewolf,1957-06-19,0.552,4.808,52
The Final Moments of Karl Brant,2013-07-18,0.6725,7.929,7
Beyond the Rising Moon,1994-05-01,0.2841,5.1,17
Honkai: Star Rail - The Embers of Glamoth,2024-06-14,0.3766,0.0,0
Rocambole contra la secta del escorpión,1967-08-04,0.2713,5.2,6
Tales of the Bizarre: 2003 Spring Special,2003-03-24,0.4738,0.0,0
Caged Heat 3000,1995-01-01,0.543,2.9,13
Demon Fighter Kocho,1997-04-25,0.5474,0.0,0
The Incredible 2-Headed Transplant,1971-04-28,0.3991,3.4,37
Lightning Strikes,2009-09-12,0.5072,4.413,23
Infiltrator,2019-11-06,0.268,0.0,0
Omar Sheriff,2022-01-25,0.3599,0.0,0
Cho Ninja Tai Inazuma,2006-06-21,0.445,6.0,2
A Daughter Of Destiny,1928-01-25,0.4137,6.214,21
Replicator,2024-10-20,0.5711,4.643,7
Agente Never,2015-10-05,0.4282,0.0,0
N.P. - The Secret,1972-07-26,0.4257,6.8,2
Tipping Point,2020-07-12,0.2801,6.857,7
Souls of Totality,2018-02-05,0.449,5.773,11
Fourth Dimension,2023-11-13,0.4395,0.0,0
The Last Two Lovers at the End of the World,2017-12-01,0.3515,0.0,0
B-Robo Kabutack - The Wish from Beyond Time [2025 Chinese New Years Special],2025-01-28,0.4629,0.0,0
Earthy Encounters,2018-04-22,0.4204,5.4,5
Supar Pilut,2025-04-18,0.4874,0.0,0
Monsters,2015-10-28,0.4328,6.1,16
Terminal City Ricochet,1990-05-11,0.3695,6.5,4
Alien Express,2005-08-13,0.4398,4.5,8
Concrete,2024-09-12,0.5556,1.0,1
Doctor Who Children in Need Special 2023,2023-11-17,0.3337,7.167,12
Frequently Asked Questions,2004-10-12,0.2499,4.318,11
Protesys,2020-08-23,0.4382,0.0,0
I Married a Strange Person!,1998-08-28,0.4268,7.1,47
Brainiac,2004-01-01,0.4068,5.0,2
The Last Border,1993-08-20,0.4504,4.0,14
Kill The Shah,2026-01-30,0.2046,10.0,1
Overtime,,0.3744,0.0,0
Coup D'Etat,1969-03-15,0.3455,7.5,2
Time Machine: The Journey Back,1993-08-25,0.4742,7.0,3
All Summer in a Day,1982-05-09,0.7488,6.8,11
Vignettes,2024-12-14,0.3013,10.0,1
Your Last Day on Earth,2019-03-26,0.2593,6.8,4
The Real Animated Adventures of Doc and Mharti,2006-10-29,0.2239,0.0,0
Sunflower,2022-09-04,0.3793,0.0,0
丧尸屠城2,2016-07-21,0.2218,0.0,0
Portrait of the Red,2010-08-13,0.4435,0.0,0
Head Rush,2022-12-27,0.4227,5.3,3
Throwback Today,2017-11-13,0.2573,0.0,0
The Inventor Crazybrains and His Wonderful Airship,1905-12-27,0.208,5.7,30
Long Distance Wireless Photography,1908-02-07,0.3321,5.2,20
Quantum Project,2000-05-05,0.4223,0.0,0
Broken Army X File Invisible Man,2023-09-04,0.5034,6.2,6
Capitaine X,1994-01-01,0.4172,6.3,10
Infected: The Darkest Day,2021-04-23,0.2852,5.4,7
Lust in Space: The Erotic Witch Project IV,2005-06-15,0.3042,3.25,8
Brighter Days,2024-11-30,0.452,0.0,0
Adam & Eve,2024-03-07,0.268,5.5,5
Virgin Sniper,1997-10-10,0.3163,1.0,2
Cloudrise,2013-10-01,0.5914,0.0,0
15 Children Space Adventure,1980-07-27,0.2164,5.0,2
X-Men: First Class,2011-06-03,0.4359,7.3,13414
Smash and Grab,2019-01-18,0.4831,6.6,177
HappyHead,,0.4391,0.0,0
Capsules,2023-03-31,0.4316,2.5,2
OzLand,2015-01-29,0.4311,5.3,11
Dragon Fruit,2023-10-08,0.5052,5.5,2
RoboCop: Prime Directives,2001-01-04,0.5009,4.717,53
Code Name: Phoenix,2000-03-02,0.3574,4.0,2
Pettonton Special,1984-08-27,0.5936,0.0,0
The Escape,2017-04-15,0.4737,0.0,0
Transient,2024-07-22,0.6127,0.0,0
Circledrawers,2009-01-10,0.353,0.0,0
Gammera the Invincible,1966-12-15,0.5237,4.875,32
The Sanctuary,2010-01-01,0.1948,2.0,2
The Devil Commands,1955-02-20,0.3793,6.25,32
The Son of Dr. Jekyll,1951-10-31,0.3254,4.455,11
The Disappearance of Flight 412,1974-10-01,0.5194,4.9,22
In the Footsteps of the Camerosaur,1990-09-24,0.3359,0.0,0
Real Artists,2017-03-02,0.3685,8.5,2
Raptor Island,2004-04-21,0.426,3.719,16
The Siren,2021-11-12,0.5343,4.8,8
The Net,1953-11-05,0.351,5.6,5
Smap Short Films,2001-04-09,0.6847,0.0,0
Lobster Man from Mars,1990-02-09,0.4167,5.08,25
Pussy Power,2013-09-20,0.4295,0.0,0
Three Crazy Jerks II,1988-06-30,0.4081,5.3,22
Eye of the Fen,2024-03-08,0.3571,6.0,1
Vera,2003-05-16,0.1986,4.111,9
The Killer,2023-01-01,0.3451,0.0,0
Isaac Asimov: A Message to the Future,2022-10-05,0.286,6.9,10
Terror Birds,2016-03-08,0.5121,4.75,20
The Color Out of Space,2010-10-30,0.411,6.395,43
Cosplay Warrior Cutie Knight 2 Teikokuya's Counterattack,1996-12-13,0.1763,6.0,1
Twinkle Nora Rock Me!,1985-11-21,0.7838,4.25,4
Réinsertion,2024-08-02,0.5345,0.0,0
End of the world,,0.2852,0.0,0
The Perfect Woman,1981-01-01,0.4733,3.0,4
Riddler's Moon,1998-11-05,0.4965,2.0,1
The Cold Equations,1996-12-07,0.3648,4.0,12
Climate Change Is Going to Kill Us All,2021-09-29,0.2623,1.0,1
Going Viral,2024-12-20,0.3293,0.0,0
Red Dwarf: Back to Earth,2009-04-12,0.3713,6.0,1
The Sighting,2015-03-28,0.3066,3.9,4
Junk Town,2006-07-01,0.4299,6.083,12
Stem Cell,2009-04-19,0.4987,2.0,1
Mars Project,,0.6168,0.0,0
Invasion,1969-10-16,0.3586,7.4,18
Dopple-Death,2021-08-12,0.4146,0.0,0
The Super Madman,1937-03-13,0.316,4.5,4
Thunderbirds 2086: Cloudburst & Nightmare,1986-08-11,0.5495,0.0,0
Accidents,1989-11-01,0.3634,5.0,2
Shattered Memories,2014-07-30,0.1897,0.0,0
Hide and Creep,2004-11-23,0.222,6.021,24
The Beast with a Million Eyes,1955-06-15,0.4518,3.692,39
Apparat,,0.5252,0.0,0
Virtual Vendetta,2019-04-19,0.3612,0.0,0
Live,2020-01-22,0.5092,0.0,0
Sentinel 2099,1995-01-01,0.5281,3.0,1
Artificial Intelligence,2016-08-23,0.3978,0.0,0
The Awakening,2005-11-01,0.17,0.0,0
Out of the Mold,2015-05-15,0.4474,0.0,0
Diamond Zero,2005-05-24,0.548,0.0,0
Reset,2025-08-12,0.4354,10.0,1
Nightmare City 2035,2007-01-01,0.4705,4.1,18
Trump vs the Illuminati,2020-10-06,0.3798,2.286,14
Walking on Air,1987-01-17,0.4393,0.0,0
Not Quite Human,1987-06-19,0.5945,5.375,36
The Mumbo Jumbo,2000-10-24,0.4389,0.0,0
Conceiving Ada,1999-02-19,0.4972,4.3,10
The Last Battleship,2025-05-02,0.4077,0.0,0
Errors of the Human Body,2012-09-23,0.4703,5.195,59
The Whip Hand,1951-10-01,0.5475,5.595,21
Earth 2084,2014-02-01,0.4273,0.0,0
Flora,2017-04-27,0.4734,4.0,27
The Legend of the Blue Wolves,2005-11-15,0.352,0.0,0
Battle Girl: The Living Dead in Tokyo Bay,1991-11-08,0.4463,5.7,10
Alien: Covenant - Meet Walter,2017-03-10,0.5347,6.542,12
Eyes in the Trees,,0.3605,0.0,0
Expiry,2021-02-08,0.4455,4.0,3
Evolution: The Animated Movie,2002-01-29,0.3641,0.0,0
The Outwaters,2023-02-09,0.6245,4.444,99
Triple Hit,2009-04-05,0.4407,0.0,0
Castle of Evil,1966-11-01,0.5345,3.556,9
Ozma,2024-01-30,0.4561,5.5,2
A1012K,2003-10-17,0.3411,5.5,2
Castle of the Monsters,1958-10-16,0.5355,5.6,9
Max Q: Emergency Landing,1998-11-19,0.5807,6.8,13
Megaman,2010-05-15,0.6501,6.0,1
Computron 22,1988-12-21,0.3718,5.0,1
War of the Worlds: Extinction,2024-05-24,0.4869,4.0,8
Tell Me What You See,2022-04-15,0.2455,0.0,0
Hangar 10,2014-11-04,0.3673,4.1,58
Missing 411: The U.F.O. Connection,2022-12-13,0.2841,3.5,2
Battle Beyond the Sun,1962-01-01,0.421,4.2,21
The Drone Virus,2004-10-10,0.4872,5.0,5
Christmas on Mars,2008-11-11,0.3543,4.7,12
INTERLOPERS,2024-05-05,0.3178,0.0,0
Star Trek: Deep Space Nine - The Way of the Warrior,1995-10-02,0.4626,5.5,6
Absolute Denial,2022-12-06,0.3456,8.6,10
Serum,2006-10-30,0.4088,3.6,5
Celsius 486,2015-08-09,0.4262,0.0,0
Mask of the Evil Apparition,2021-11-18,0.4459,4.0,1
The Immortal Wars: Dekay's Paradox,2024-07-15,0.2408,0.0,0
The Breakthrough,1975-01-08,0.357,0.0,0
The Ape Man,1943-03-05,0.3952,4.262,42
Dark Dimensions,2006-02-08,0.3519,0.0,0
Chocky,1984-01-09,0.4844,0.0,0
In Orbit,2020-09-11,0.507,5.2,2
Circuit Nurse,1988-10-07,0.3548,4.0,1
